user_id,item_id,rating
24215,259,4
24215,260,5
11296,261,5
11296,233,5
6137,40,5
6137,262,4
3925,263,4
3925,264,5
3925,265,4
3925,266,3
3925,1,1
3925,267,3
25174,268,5
25174,269,5
25174,264,4
24405,270,3
24405,271,5
24405,272,5
24405,241,5
37441,273,5
37441,274,5
37441,275,5
37441,276,5
37441,277,5
37441,278,3
37441,279,5
37441,280,4
37441,281,5
37441,282,5
37441,283,5
10301,284,5
10301,285,5
38313,286,4
38313,287,4
38313,288,4
38313,289,4
20960,290,5
20960,291,5
22324,84,5
22324,292,5
6576,293,5
6576,294,5
9908,295,5
9908,296,5
9908,297,5
9908,298,5
9908,299,5
9908,40,5
9908,300,5
20336,301,5
20336,302,5
20336,303,5
26699,304,5
26699,305,5
26699,306,3
26699,307,5
34228,308,3
34228,309,5
34228,310,5
34228,311,4
34228,312,5
29122,313,3
29122,141,5
32524,314,5
32524,315,5
25635,316,4
25635,317,5
25635,318,5
25635,319,4
35984,320,5
35984,14,5
35984,100,5
35984,264,5
29872,321,4
29872,322,4
29872,323,4
29872,324,4
29872,325,4
13139,326,5
13139,327,5
12945,328,5
12945,329,5
12945,264,5
12945,330,2
18198,264,4
18198,198,5
18198,331,4
723,332,5
723,333,5
723,334,5
18994,335,5
18994,336,5
7913,264,5
7913,337,1
1828,338,5
1828,339,5
1828,340,5
1828,341,5
1828,342,1
1828,343,2
30630,344,4
30630,264,4
29973,345,4
29973,346,5
29973,347,5
29973,348,4
29973,349,5
6105,350,1
6105,351,2
6105,352,5
6105,79,5
5597,353,5
5597,354,5
5597,355,5
9167,356,5
9167,357,5
9877,301,5
9877,358,5
8233,321,5
8233,359,5
8233,360,5
9997,361,3
9997,362,5
9997,363,5
9997,364,5
5852,365,5
5852,366,5
2913,367,4
2913,368,4
2913,369,4
2913,370,4
21203,371,5
21203,372,5
21203,373,5
19185,5,4
19185,374,5
5075,375,5
5075,376,5
5075,377,5
5075,98,5
5075,245,4
5075,378,5
5075,248,5
5075,379,5
18148,380,4
18148,381,5
22394,382,5
22394,383,5
22394,384,5
17284,364,2
17284,385,5
34835,386,5
34835,387,5
34835,388,5
34835,364,4
34835,389,4
34835,390,5
18035,250,5
18035,391,5
19968,392,4
19968,364,4
26662,393,4
26662,394,1
26662,395,5
26662,171,5
26662,396,5
26662,397,5
33138,398,4
33138,399,3
11210,400,5
11210,401,4
11210,402,5
11210,364,4
11210,393,5
11210,403,4
1087,404,3
1087,405,5
11614,406,1
11614,407,5
11614,408,1
3498,409,5
3498,410,4
3498,411,4
3498,412,5
3498,413,5
3498,414,4
3498,415,5
3498,416,4
3498,417,3
3498,418,4
3498,419,5
3498,420,4
3498,421,5
3498,422,4
3498,423,4
3498,424,5
3498,425,5
3498,426,4
3498,427,2
3498,428,3
3498,429,5
3498,430,3
3498,431,4
3498,432,3
3498,433,3
3498,434,1
3498,435,5
3498,436,5
3498,437,4
3498,438,3
3498,439,4
3498,440,4
3498,441,3
3498,442,5
3498,443,5
3498,444,4
3498,147,3
3498,445,4
3498,446,3
3498,447,5
3498,448,5
3498,449,5
3498,450,3
3498,451,5
3498,452,3
3498,453,4
3498,169,4
3498,454,5
3498,455,5
3498,456,4
3498,457,4
3498,458,4
3498,459,2
3498,460,4
3498,461,4
3498,364,5
3498,462,4
3498,463,5
3498,464,4
3498,382,4
3498,134,4
3498,465,5
3498,466,4
3498,467,4
3498,232,4
3498,468,5
3498,469,5
3498,470,5
3498,471,5
3498,472,5
3498,473,4
3498,474,4
3498,475,3
3498,476,5
3498,477,3
3498,478,3
3498,479,5
3498,480,2
16146,481,4
16146,482,5
11509,483,5
11509,484,5
7689,370,4
7689,485,4
11142,486,4
11142,364,1
18815,487,5
18815,488,5
718,489,5
718,490,5
31192,491,5
31192,492,5
31192,493,5
31192,494,4
27662,495,4
27662,496,5
27662,364,2
16294,364,5
16294,497,5
16294,498,2
3073,364,5
3073,499,5
17258,500,5
17258,501,5
17258,502,5
17258,364,5
17258,503,5
17258,504,5
17258,505,5
17258,506,5
17258,507,1
17258,13,2
30536,508,4
30536,509,5
30536,510,4
30536,511,2
30536,475,4
30536,512,5
30536,513,4
30536,514,5
30536,515,3
30536,28,3
30536,516,2
30536,517,5
30536,60,3
30536,518,4
30536,519,4
30536,520,2
30536,467,3
30536,364,1
30536,397,3
30536,521,5
30536,522,3
30536,523,3
30536,524,4
30536,525,3
30536,526,4
30536,527,2
30536,428,2
30536,528,3
36984,529,5
36984,386,5
20398,530,5
20398,531,5
20398,532,5
20398,533,5
20156,534,5
20156,448,4
20156,128,4
36636,535,5
36636,536,5
36636,364,5
36636,537,5
36636,538,5
22995,539,5
22995,364,5
28711,540,5
28711,541,5
6892,542,5
6892,543,5
6892,544,5
6892,545,5
6892,546,4
6892,547,5
20211,548,3
20211,364,5
17804,549,4
17804,550,4
17804,551,5
17804,552,3
13478,553,4
13478,554,3
13478,555,5
13478,556,5
13478,364,5
13478,557,5
13478,200,5
27401,558,5
27401,559,3
27401,560,5
27401,561,5
27401,364,2
27401,562,5
27401,563,3
27401,564,3
27401,565,4
27401,566,4
27401,567,3
27401,568,3
27401,517,5
27401,569,5
27401,375,2
27401,570,3
27401,571,5
27401,572,4
27401,573,5
27401,574,4
27401,575,3
27401,576,3
27401,577,1
27401,578,3
34805,579,5
34805,580,5
33980,581,5
33980,582,5
33980,416,4
33980,27,4
33980,583,4
33980,584,3
33980,528,4
33980,585,4
33980,586,4
33980,587,5
33980,588,4
33980,420,3
33980,187,4
33980,436,5
33980,589,4
33980,590,4
33980,171,4
33980,591,4
33980,592,5
33980,457,4
33980,593,4
33980,594,4
33980,595,5
33980,596,5
33980,597,5
33980,598,4
33980,525,4
33980,599,5
33980,600,4
33980,601,4
33980,602,5
33980,603,4
33980,604,4
33980,605,5
15386,606,5
15386,607,4
15386,608,4
15386,578,5
15386,609,3
15386,610,4
15386,611,4
15386,612,4
15386,613,4
15386,614,3
15386,615,5
15386,364,5
15386,616,5
15386,617,4
15386,119,5
15386,40,3
3588,618,4
3588,619,4
3588,620,5
3588,621,5
3588,364,2
3588,622,4
9970,623,5
9970,624,3
9970,625,1
927,364,1
927,626,4
12887,627,5
12887,628,5
12887,629,3
12887,630,5
12887,364,4
167,578,5
167,631,5
29438,632,4
29438,633,5
29438,634,1
29438,635,2
29438,128,4
29438,486,4
29438,636,4
29438,637,4
22996,638,4
22996,364,4
22996,639,4
22996,522,4
22996,640,2
22996,641,3
22996,642,4
22996,643,3
6547,644,4
6547,463,5
6547,645,5
6547,646,4
6547,370,5
6547,647,5
6547,648,3
6547,649,4
8743,650,5
8743,651,3
8743,364,5
8743,652,5
29105,653,2
29105,654,5
6585,655,5
6585,150,4
6585,656,5
6585,42,5
6585,657,2
6585,522,5
6585,658,5
6585,659,5
6585,660,3
6585,661,2
6585,662,5
6585,663,5
6585,664,4
28713,665,5
28713,666,3
28713,667,3
28713,668,4
6348,669,4
6348,670,1
4851,653,5
4851,360,2
11472,671,5
11472,672,5
35632,673,3
35632,674,4
35632,675,5
29308,252,4
29308,676,1
6905,653,4
6905,677,4
6905,678,2
36889,679,5
36889,680,5
36889,681,5
36889,682,5
36889,683,5
36889,49,5
36889,684,5
36889,685,5
36889,686,1
36889,687,5
36889,688,5
36889,689,5
36889,690,5
36889,691,5
9325,692,5
9325,693,2
9325,301,5
7760,593,5
7760,694,5
29553,688,5
29553,695,5
29553,696,5
29553,697,5
25592,688,4
25592,698,5
19044,699,5
19044,700,1
2696,701,5
2696,702,3
2696,700,5
14222,703,3
14222,362,5
14222,370,5
14222,33,4
8690,704,5
8690,705,5
28160,706,5
28160,15,5
28160,707,5
28160,708,5
11358,709,5
11358,710,5
11358,711,5
11358,700,5
17719,700,5
17719,712,5
17719,713,5
10801,714,4
10801,715,5
20055,716,5
20055,717,5
20055,718,5
16703,719,5
16703,700,5
22126,720,5
22126,721,5
22126,722,2
22126,73,5
31602,723,5
31602,724,5
31602,725,5
24241,726,5
24241,700,5
18354,727,5
18354,700,5
9720,728,5
9720,729,5
9720,730,5
9720,722,5
9720,731,5
9720,417,4
9720,732,5
9720,182,4
9720,733,5
9720,455,5
9720,734,5
9720,735,4
9720,589,4
9720,736,2
9720,737,3
9720,642,3
9720,66,5
9720,738,5
9720,739,5
9720,740,4
9720,741,5
9720,742,5
9720,743,4
9720,744,4
9720,147,5
9720,450,4
9720,745,5
9720,746,4
9720,747,5
9720,748,4
9720,749,5
9720,750,5
9720,751,5
9720,752,1
9720,411,5
9720,753,5
9720,128,5
9720,599,5
9720,754,5
9720,755,5
9720,756,4
9720,68,4
9720,757,4
9720,758,5
9720,759,5
9720,760,5
9720,761,4
9720,762,5
9720,763,5
9720,764,5
9720,765,4
9720,25,5
9720,766,5
9720,767,3
9720,452,4
9720,768,4
9720,769,5
9720,770,4
9720,771,5
9720,772,5
9720,581,5
9720,773,5
9720,30,4
9720,774,4
9720,597,5
9720,410,5
9720,775,5
9720,776,3
9720,777,5
9720,778,5
9720,779,3
9720,780,5
9720,588,2
9720,781,5
9720,782,5
9720,24,4
9720,396,5
9720,439,4
9720,428,3
9720,783,5
9720,420,2
9720,784,4
9720,785,4
9720,786,5
9720,787,4
9720,788,4
9720,789,5
9720,790,5
9720,791,3
9720,792,5
9720,793,5
9720,794,5
9720,795,4
9720,796,5
9720,797,5
9720,798,5
9720,799,5
9720,131,5
9720,436,5
9720,800,4
29725,801,4
29725,802,5
29725,803,1
29725,804,4
29725,805,4
29725,806,5
29725,807,5
29725,808,4
29725,809,4
29725,810,5
29725,811,5
29725,812,4
29725,813,5
29725,814,5
29725,815,1
29725,816,2
29725,817,1
29725,420,4
29725,818,5
29725,819,5
29725,84,1
29725,820,4
29725,821,5
29725,822,5
29725,823,1
29725,824,1
29725,825,5
29725,826,3
29725,827,5
29725,288,5
29725,828,5
29725,829,2
29725,733,5
29725,830,5
29725,831,5
14667,832,5
14667,700,5
34059,833,5
34059,834,5
34059,835,4
34059,836,5
5022,49,5
5022,660,5
5022,837,5
5022,838,5
5022,839,5
5022,106,5
5022,840,4
5022,841,5
5022,842,5
5022,843,5
5022,844,5
5022,845,5
5022,846,5
5022,847,5
5022,848,5
5022,849,5
5022,850,5
5022,851,5
5022,852,5
5022,853,5
5022,854,5
5022,76,5
5022,855,5
5022,856,5
5022,857,5
5022,858,5
5022,859,5
5022,860,5
5022,861,5
5022,862,5
5022,863,5
5022,864,5
5022,865,5
5022,866,5
5022,867,5
5022,868,4
5022,869,5
5022,69,5
2289,870,4
2289,871,3
21236,872,2
21236,873,4
28232,874,3
28232,833,5
28232,875,5
327,824,5
327,876,5
327,877,5
26634,878,5
26634,879,5
25681,880,5
25681,881,5
4712,882,4
4712,883,4
4712,72,3
4712,884,4
4712,386,5
4712,885,4
34405,886,4
34405,887,3
34405,888,3
34405,889,5
34405,571,5
34405,890,5
34405,891,5
34405,892,4
34405,694,3
34405,893,3
34405,894,5
34405,895,4
34405,896,4
34405,897,1
34405,378,4
34405,898,5
34405,899,4
34405,900,5
34405,901,5
34405,902,5
1358,903,4
1358,904,5
1358,905,5
1358,906,5
1358,907,5
1358,908,5
2802,909,5
2802,910,5
10120,911,2
10120,912,5
10120,379,5
10120,913,5
10120,679,5
10120,914,5
10120,915,4
10120,916,4
10120,360,3
10120,917,5
10120,700,5
22853,918,5
22853,201,5
22853,919,5
22853,920,5
11027,921,5
11027,700,5
25947,922,4
25947,923,3
25947,924,2
25947,522,5
25947,925,4
25947,700,4
25947,879,4
25947,926,1
25947,927,5
482,928,3
482,929,5
22376,842,5
22376,930,5
22376,931,5
22376,932,5
22376,784,4
22376,933,5
22376,934,3
22376,139,5
22376,935,5
22376,936,5
22376,107,5
22376,26,5
22376,6,5
22376,937,5
22376,588,3
22376,938,5
22376,939,5
22376,940,5
22376,941,4
22376,794,5
22376,942,5
22376,943,5
22376,944,5
22376,945,5
22376,769,5
22376,856,5
22376,758,5
22376,301,5
22376,946,5
22376,947,5
22376,948,5
22376,949,5
22376,405,5
22376,950,5
22376,951,5
22376,952,5
22376,953,5
22376,954,5
22376,955,5
22376,956,5
22376,957,5
22376,958,5
22376,959,5
22376,700,5
22376,960,5
22376,757,5
22376,961,5
22376,962,5
22376,710,5
22376,963,5
22376,135,5
22376,712,5
22376,964,5
22376,965,5
22376,966,5
22376,967,5
5590,700,1
5590,968,5
5590,969,1
5590,970,5
23507,971,5
23507,972,5
23507,700,5
23507,973,5
23507,974,3
23507,975,5
23507,976,4
23507,977,5
23507,978,5
23507,979,5
23507,980,4
23507,981,5
23507,982,5
23507,983,5
23507,984,5
23507,985,5
23507,986,5
23507,987,5
15878,988,5
15878,989,5
15878,990,5
15878,991,3
15878,992,3
673,993,5
673,994,2
28899,700,5
28899,995,5
14406,996,5
14406,997,5
14406,998,5
14406,999,5
5487,1000,5
5487,1001,5
5487,1002,5
16716,1003,5
16716,1004,4
16716,1005,5
16716,1006,5
16716,1007,5
4295,1008,4
4295,1009,5
4295,1010,5
4295,1011,5
4295,41,5
4295,1012,5
4295,1013,4
4295,1014,5
4295,1015,5
4295,1016,5
4295,1017,5
4295,1018,4
4295,1019,5
4295,1020,5
4295,1021,4
4295,1022,5
4295,1023,5
4295,1024,5
4295,1025,1
4295,1026,5
4295,1027,2
4295,556,5
4295,1028,5
4295,1029,4
4295,4,4
4295,1030,4
4295,1031,5
4295,1032,5
29129,1033,5
29129,700,5
18314,1034,3
18314,198,5
18314,218,5
18314,1035,5
18314,1036,3
18314,1037,1
18314,333,5
18314,1038,5
37958,1039,4
37958,700,5
37958,1040,5
37958,453,5
37958,594,5
37958,1041,2
37958,524,3
37958,1042,5
37958,1043,5
37958,1044,5
37958,1045,4
37958,522,5
37958,445,2
8588,1046,3
8588,1047,5
8588,1048,5
8588,1049,5
8588,1050,5
8588,1051,5
8588,1052,5
8588,1053,5
8588,1054,5
8588,522,4
8588,1,5
8588,1055,5
8588,1056,4
8588,1057,5
8588,1058,5
8588,1059,5
8588,1060,5
8588,1061,5
8588,1062,4
8588,1063,5
8588,1064,4
8588,1065,4
8588,1066,5
8588,1067,5
8588,1068,5
8588,1069,5
8588,1070,4
8588,1071,5
8588,1072,5
8588,1073,5
8588,1074,5
8588,1075,4
8588,1076,5
8588,1077,5
8588,1078,5
8588,1079,4
8588,1080,5
8588,1081,4
8588,1082,4
8588,1083,4
8588,1084,4
8588,1085,4
8588,1086,5
8588,1087,5
8588,1088,4
8588,1089,5
8588,1090,5
8588,331,4
8588,1091,5
26636,1092,5
26636,374,5
27541,1093,5
27541,1094,2
27541,1095,3
27541,1096,1
36016,700,5
36016,1097,5
36016,803,5
20310,1098,5
20310,700,2
7383,700,5
7383,1099,4
15468,700,5
15468,537,5
15468,1100,5
15468,1101,2
15468,1102,5
15468,1103,5
15468,1104,5
21090,769,4
21090,1105,5
21090,1106,5
21090,1107,5
21090,68,5
21090,1108,5
21090,1109,5
21090,1110,3
21090,1111,4
21090,700,5
4541,1112,5
4541,931,4
4541,1113,5
4541,1114,5
4541,1115,4
4541,448,4
25112,1116,4
25112,700,4
4693,1117,5
4693,1118,2
4693,1119,5
4693,1120,5
4693,1121,4
4693,1122,5
4693,1123,3
4693,1124,1
4693,1125,5
4693,1126,5
4693,1127,4
4693,1128,4
23831,1129,5
23831,1130,5
9884,1131,4
9884,1132,3
9884,1133,4
9884,1075,3
9884,1134,4
9884,1122,5
9884,778,5
9884,1135,4
9884,288,3
9884,1136,3
9884,977,3
9884,1137,5
9884,1138,4
9884,1139,5
9884,1140,5
9884,1141,5
9884,1142,3
9884,1143,4
9884,1144,5
9884,1145,4
9884,1146,3
36106,314,5
36106,1147,5
36106,1148,5
12234,1149,5
12234,700,5
4731,1150,1
4731,1151,4
4731,1152,5
4731,1153,5
4731,1154,5
4731,700,5
4731,1155,5
4731,1156,3
4731,1157,4
4731,1158,3
4731,1159,4
4731,1160,5
4731,1161,5
15771,1162,5
15771,1163,5
15771,1164,5
15771,1165,5
28985,1166,1
28985,1167,3
28985,1168,3
28985,1169,2
28985,1170,4
28985,1171,1
28985,1172,5
28985,1173,5
30505,1049,5
30505,1174,5
30505,1175,5
30505,1176,5
30505,700,5
30505,1177,5
13243,1178,4
13243,1179,2
13243,1180,5
13243,1181,4
13243,1182,5
13959,1183,5
13959,1184,5
13959,1185,5
13959,1186,1
13959,1187,5
13959,568,3
13959,1188,5
13959,1189,5
29491,1190,4
29491,1191,2
29491,1192,4
29491,700,3
7339,700,1
7339,1193,5
8172,1194,4
8172,1195,4
8172,1196,3
6316,1197,5
6316,700,5
23789,1198,5
23789,1199,4
23789,700,5
23789,1200,4
1638,679,5
1638,1201,4
1638,1202,4
1638,1203,5
22103,700,5
22103,1204,5
641,1205,5
641,1206,5
641,1207,4
14819,700,5
14819,1208,5
30302,1150,5
30302,1209,5
29496,1210,5
29496,1211,5
29496,1212,5
29496,700,5
29496,1213,4
20002,1214,5
20002,1215,5
20002,1216,5
20002,1217,5
20002,1218,5
20002,919,5
20002,1219,5
20002,1220,4
20002,1221,5
20002,1222,5
20002,1223,2
20002,1224,4
6036,1225,5
6036,1215,5
5321,1226,4
5321,1227,4
5321,1215,4
5321,1228,5
17703,1215,5
17703,1229,5
17703,1159,4
17703,1230,5
16026,1231,5
16026,1232,5
16026,1233,4
8985,1234,5
8985,1235,5
8985,1236,5
8985,1237,1
8985,782,5
8985,1238,5
8985,710,5
8985,1239,5
8985,1240,5
33326,1241,5
33326,1215,1
5814,1242,5
5814,1243,4
32829,1244,5
32829,1093,5
15989,40,5
15989,1245,5
15989,1246,5
15989,1247,5
4895,179,5
4895,1248,5
4895,1249,5
4895,1250,5
4895,1251,4
4895,1252,4
4895,1253,3
4895,1254,4
4895,1215,5
18767,229,5
18767,1255,5
18767,1256,2
18767,1257,5
18767,1215,5
5660,1258,5
5660,1259,5
5660,1260,2
31268,1261,5
31268,1225,4
31268,1262,3
30314,379,5
30314,1215,4
24422,1263,4
24422,1264,5
24422,1265,4
24422,1266,5
24422,1215,5
24422,1267,4
24422,740,4
24422,1268,5
24422,1269,4
24422,1270,5
24422,1271,4
24422,1272,4
24422,1273,5
24422,1274,4
24422,719,5
24422,1275,3
24422,1276,4
24422,1277,5
24422,1278,4
20872,1279,2
20872,1280,5
14044,1281,5
14044,1132,5
14044,1282,3
26823,922,5
26823,1283,2
26823,1215,5
26823,171,1
26823,1284,5
26823,1044,5
26823,1285,5
33694,922,4
33694,362,5
33694,1215,4
532,1215,5
532,225,5
23488,404,5
23488,1286,5
23488,934,4
23488,1287,4
23488,1288,4
23488,1289,5
23488,1290,4
23488,1291,3
23488,1292,4
23488,1293,5
23488,141,5
23488,1294,4
7691,1215,5
7691,1196,5
11171,1295,5
11171,187,5
11171,1296,5
11171,1297,4
11171,40,5
11171,91,5
11171,870,4
11171,1298,3
11171,1299,5
11171,1300,5
11171,1215,3
11171,827,5
11171,1301,5
11171,1302,5
11171,1303,4
11171,381,4
11171,1304,5
11171,1305,4
16541,1306,5
16541,1307,5
16541,1308,5
16541,1144,5
26949,1309,5
26949,1215,5
20517,1215,5
20517,1310,5
20517,40,5
20517,1311,5
20517,1312,5
8566,1313,5
8566,1314,5
10674,1315,5
10674,1316,4
10674,1193,4
10674,1317,4
10674,128,5
6838,1318,5
6838,1319,5
29542,1320,4
29542,1321,4
29542,1322,4
29542,1127,4
30169,1323,5
30169,1324,5
232,1325,5
232,1326,5
232,1327,5
232,404,5
232,1134,5
232,1328,4
232,293,5
29849,610,2
29849,1329,4
29849,257,5
29849,383,5
17445,1330,5
17445,1331,5
14355,1126,5
14355,1215,5
14355,669,5
14355,1332,5
14355,1333,5
14355,1334,5
14355,1335,4
14355,1150,5
14355,179,5
14355,1336,5
24624,1337,5
24624,1338,5
24624,1215,5
29779,1339,5
29779,1215,5
35239,1340,3
35239,1341,5
34790,1342,5
34790,1343,5
34790,1344,3
34790,1345,3
34790,1346,4
34790,1347,2
34790,1348,4
34790,1349,4
34790,1350,5
34790,622,5
34790,1351,5
34790,282,4
34790,1352,3
34790,1353,5
34790,1354,3
34790,900,5
34790,1355,4
34790,1356,4
34790,1357,5
34790,1358,4
34790,1359,5
34790,654,5
34790,1360,5
34790,1361,5
34790,1362,5
34790,447,4
34790,451,4
34790,1363,4
34790,1364,4
34790,1365,4
34790,1366,5
34790,1367,4
34790,831,4
34790,761,3
34790,1368,5
34790,1369,5
34790,1370,5
34790,1371,4
34790,1372,5
34790,1007,5
34790,439,4
34790,1373,4
34790,1374,3
34790,1375,5
34790,1376,5
34790,1377,4
34790,475,3
34790,1378,5
34790,1379,4
34790,393,5
34790,1380,5
34790,1381,4
34790,1382,4
34790,1383,4
34790,60,4
34790,1384,5
34790,1385,5
34790,1386,5
34790,1387,5
34790,1388,5
34790,1389,5
34790,438,2
34790,892,4
34790,1390,4
11685,1391,4
11685,252,5
11685,1392,5
11685,1393,4
26166,1394,4
26166,1215,4
29176,1215,5
29176,1395,5
31875,1396,5
31875,1397,5
31875,1398,5
31875,1399,4
31875,1400,5
31875,1401,5
31875,1402,5
22183,1403,5
22183,1404,3
22183,1405,4
22183,1406,4
22183,1407,2
22183,1408,4
22183,1409,5
22183,1410,5
22183,1411,3
22183,1412,2
22183,1413,5
22183,1414,4
22183,859,3
34705,1415,5
34705,1416,1
34705,1417,5
34705,1418,5
34705,1308,5
34705,1419,3
34705,1420,5
34705,1421,5
34705,531,5
34705,1323,5
34705,1422,5
31511,925,5
31511,1423,5
31511,430,4
31511,91,5
31511,358,5
31511,1424,5
31511,1425,5
31511,1215,5
31511,1426,5
31511,1348,5
31511,1334,5
31511,892,5
31511,1383,4
31511,1427,4
31511,1428,5
31511,1429,3
31511,1430,5
31511,1431,5
31511,1357,1
1896,1432,5
1896,1433,4
1896,1434,5
2692,1435,5
2692,1157,5
4205,1436,5
4205,1437,5
78,1438,5
78,1439,5
78,1440,3
78,1441,5
78,1442,4
78,1443,4
78,1444,5
78,1445,5
78,1446,5
78,1447,5
78,1448,5
78,746,5
78,256,5
78,1449,5
78,1450,5
78,1451,5
78,1452,5
78,1453,4
78,710,5
78,1454,5
78,314,5
78,1455,5
78,1456,5
78,1457,3
78,1458,4
78,1459,5
78,1460,5
78,1461,5
78,1462,3
78,1463,4
78,1464,5
78,1465,5
78,1466,5
78,662,5
78,1467,5
78,1468,5
78,1469,5
78,1470,5
78,1471,5
78,1472,5
78,1473,5
78,1474,5
78,240,5
78,767,5
766,1475,3
766,1215,4
766,1476,5
766,1477,4
766,1478,4
4100,454,4
4100,1479,5
4100,1480,5
4100,1408,5
24952,1481,5
24952,1482,5
24952,1483,5
24952,1484,5
24952,1485,5
35464,1486,5
35464,1487,5
35464,1488,5
35464,1489,5
35464,1490,5
35464,796,5
35464,1491,2
35464,1492,5
35464,896,5
35464,1493,5
35464,268,5
35464,131,5
35464,649,3
35464,536,5
35464,1494,2
35464,297,5
35464,1495,5
35464,1496,5
35924,1497,5
35924,1498,1
35924,1499,5
35924,1500,5
35924,1501,5
35924,48,5
35924,1368,5
35924,1502,5
33888,1215,5
33888,1294,5
27789,1503,5
27789,1215,5
27789,1504,5
27789,1505,1
27789,69,4
27789,1506,5
27789,1507,5
27789,1508,2
27789,1509,5
27789,1510,5
27789,1511,5
27789,1512,4
27789,347,5
27789,1513,5
27789,1514,5
21887,1515,5
21887,291,5
34866,1215,5
34866,1516,5
34866,1517,5
34866,1518,5
34866,1519,4
34866,1520,5
17621,179,3
17621,1215,5
34434,1521,5
34434,1522,3
23486,1523,5
23486,915,5
23486,1215,5
23486,1524,3
11500,1525,5
11500,1526,2
17213,1527,5
17213,1007,3
17213,1528,5
17213,301,5
17213,1529,5
17213,1530,4
17213,1531,5
20946,1215,5
20946,1532,5
20946,1533,5
20946,1534,5
20946,1535,5
20946,1536,5
20946,1537,5
20946,1385,5
20946,1510,5
20946,1538,5
20946,1539,4
